CpG	Intercept	PanTcell	CD8T	CD4T	NK	Bcell	Mono	Gran
chr3:45984942	0.482930937039465	-0.398242212044619	0.0356016299874081	-0.0128965974975271	-0.19110903703402	0.273261046287768	0.294934842954104	0.293053512956156
chr9:130679915	0.43532507639343	0.187908142864984	-0.0064628992128244	0.0635198672703793	0.255011469381547	-0.379059921814605	-0.188600889343998	-0.0693481551775737
chr1:161601053	0.379791590319774	0.491565032393916	0.00840637599969188	-0.0401403196557785	0.471248535545168	0.507394726420839	-0.265788179880708	-0.305698001519176
chr12:54690818	0.465741962925237	0.43367219084602	-0.0351744911893478	-0.0159070133668284	0.36194767999045	0.248511049971838	-0.384186271275055	-0.380246237063761
chr10:81709191	0.361377363459457	0.555257408726863	0.00278013435235052	-0.0264215119602042	0.524695615279663	0.545207709880038	-0.300976800687022	-0.300288778888871
chr7:99970502	0.461638478026494	0.405982394023448	-0.00604867381519331	-0.0192867299896976	0.378150414062159	0.444339471794362	-0.367053699288862	-0.311464620488599
chr10:72362292	0.631366957163622	-0.490008992423581	-0.0918528604758399	0.0163151965263804	-0.563361608722521	0.23369442054907	0.2476521906437	0.22780608393151
chr6:36973518	0.248958290299671	0.501244176881145	0.0557996356659345	0.0405367093856064	-0.0437311256612741	-0.200967770207526	-0.207790732286369	-0.201091684795208
chr16:27412496	0.326066869967573	0.580528181335349	0.0204412914060928	-0.0237800945788121	0.493478907462971	-0.0704915559874525	-0.229080410777635	-0.224254273960487
chr9:125797284	0.370245733320094	0.480216833391524	0.00131803335957431	0.000393520772095452	0.442923675793565	0.336034116718684	-0.110897833316574	-0.226140183290189
chr12:54778312	0.725242829619246	0.1979364537404	0.0109866166437413	-0.0036070208756569	0.144361534123589	0.0808016037219781	-0.529794089621003	-0.0917514046029949
chr2:45839653	0.7239176665988	0.0639583846724143	0.0194716219181935	-0.0136419503247769	0.0970367084259707	-0.64106299846615	0.0562722225388579	0.0355666003573199
chr9:131872005	0.579602775508218	0.369693434844709	0.0184727214077622	-0.0289897041332189	0.360809700686202	0.344756695518854	-0.470227958894821	-0.210219703734594
chr22:24095989	0.808759555851636	0.0525572767595018	-0.0209656861385151	0.00655246635001336	0.0339845687281849	-0.711372253823677	0.0542426592567849	0.0274282658019196
chr14:105391635	0.71695824772892	0.158909471640113	0.00114222579184359	0.0118263065037404	0.130776448952969	-0.506491427309874	-0.13139241473225	0.0206721556848754
chr19:35630106	0.603855462922897	0.305989746769488	-0.043238032669368	-0.00930614937455988	0.32808367697584	0.331988230894823	-0.493663554476954	-0.49336003575384
chr1:172628263	0.553744319875665	-0.508899864832618	-0.0455866157705345	0.0116835399862125	-0.484592466554267	0.163010842191363	0.299634948178802	0.307277757463845
chr19:852813	0.36141434981896	0.370683991709254	-0.112594283958443	-0.0289110663695258	0.339813503384532	0.3715247642096	-0.253511953740499	-0.270699536534125
chr17:1665220	0.444497556896204	0.411216383699765	-0.0969266812353211	-0.00259488186404256	0.408659598441439	0.485792428169182	-0.359879377706669	-0.353465223503529
chr9:35618412	0.255193415408419	0.539267290744653	0.00366664073518401	0.0711830714853888	-0.0488360181633888	-0.214110902682479	-0.208903125714555	-0.213317439944207
chr1:153363489	0.35884307403947	0.373708676081757	-0.0341488500165453	-0.0118198876287317	0.23496177144058	0.400926309343262	-0.246722193992195	-0.246551425202692
chr15:40601467	0.334577794256143	0.436378134108599	0.019058219544029	-0.0320994845085302	0.330912535953197	0.450026287983391	-0.230169334979037	-0.253178062797002
chr22:22380100	0.793877274842435	0.00187043498882862	0.0174407236968329	0.00621836068729265	-0.146896584705467	-0.56338915090496	0.0632163959974308	0.0853825293779141
chr12:69742232	0.367764007359695	0.50939764273252	-0.0373191499946175	0.00136007492041616	0.296432074645352	0.396790759401395	-0.29509554128201	-0.277898924815189
chr19:42947133	0.75103227775806	0.192241505587275	-0.0490795332402463	-0.0159776958352656	0.184668240494967	0.194955905565051	0.147034342223722	-0.142818240251055
chr11:118215112	0.631897123614415	-0.544872025995712	0.0129678995587374	0.0160110273107479	0.208589028716522	0.266802026802649	0.252243764604479	0.248346349140255
chr1:160616870	0.121081558885354	-0.0103383622066741	0.0774602533379787	-0.0471550441796978	0.553932841113719	-0.0581621038773347	-0.0599076688774043	-0.0616099713739385
chr11:63973006	0.412894950258164	0.501372404521947	-0.0114960388835125	-0.00931984408968569	0.377149169046699	-0.00528256395483519	-0.280119851955034	-0.327794661763838
chr5:57786356	0.22448399414409	0.42320966030624	-0.0636512976580896	-0.0260504670001004	0.292011549432234	-0.123086939617239	-0.116132411832986	-0.107771036711726
chr9:35618083	0.875964795366986	0.0521532194570138	0.00483854099082043	0.00835677349399138	0.0132787196830476	-0.539264723145572	0.0352970010053446	-0.0108941819860747
chr22:24032426	0.831210859238073	0.0921196407900544	-0.00846989996100772	-0.00745268752483089	0.0675699773149809	0.0152216407618888	-0.502284979260886	-0.0241724217308772
chr19:15391927	0.394096683715703	0.528446147924625	0.0266228925481004	-0.0110424878050752	0.461524793992807	0.48517522037116	-0.350989052545195	-0.338920702036241
chr20:62492074	0.414687128668445	0.335837126307085	0.0216233984935881	-0.0490022900876061	0.165943497123552	0.00700682827068002	-0.353430791676492	-0.339679975009352
chr6:41130917	0.346901459252641	0.318699140752181	-0.124184449985712	-0.0295000499999431	0.450077158972727	0.408104824096321	-0.250507915227874	-0.201245896752772
chr16:771714	0.572993785433055	-0.531721441762633	-0.0146380746007731	0.0034936634676868	-0.493999951822388	-0.0871664804743203	0.263983911103808	0.243260649425019
chr16:3115552	0.760730218551112	-0.629975702018706	-0.025914011589967	0.00152948972803808	-0.115610963891065	0.120977598037516	0.173635761341487	0.153291968899936
chr16:28943019	0.715310357869821	0.0783994225455992	0.0400498525283604	-0.00475121259661006	-0.00911886899616243	-0.668521259270124	0.0442309817189822	0.0319575457093566
chr6:154677796	0.22401526284748	0.506565078176253	0.0796445834418125	0.0452807436914447	0.456115536798015	0.131352133227188	-0.144422866951631	-0.157717994482713
chr19:35820181	0.306988920326237	0.58017600203215	0.0227874451190828	0.00680774599829403	0.371040963616816	-0.255245503237645	-0.249799192903926	-0.239932693186453
chr12:54778750	0.513633437315034	0.230377635075482	-0.0403159501966969	-0.00443530915058492	0.231444865884613	-0.271865482765574	-0.272185922663087	-0.0688724893858612
chr11:818892	0.483374355426619	0.451734912959205	0.0649669638576102	-0.0134775169889977	0.420261289660545	0.43623244996653	-0.0140512460236522	-0.329230141561355
chr12:125003218	0.504737909342974	0.355391122438922	0.0117764093571844	-0.0026856363881637	0.260452300269777	0.0534652657437093	-0.291928005948142	-0.206914482951012
chr17:40345673	0.281188474063116	0.575244242620056	-0.0120345166321353	-0.00855001668528988	0.326140616901416	0.232527042619053	-0.153916594066577	-0.243883415306354
chr14:23588162	0.680851740332466	0.26277690904054	0.0713194617406676	-0.00291910194440257	0.24147161495235	0.277391770946531	0.0506747177937262	-0.331585703813537
chr4:108814604	0.308540756166653	0.51943678742045	0.0296932853506816	0.00656849178387634	0.399888526206264	0.557167858434274	-0.0924975145428121	-0.225445384994606
chr7:130372167	0.546320641935451	0.296511171583017	-0.0174660414400747	-0.00787190724947654	0.283604723483986	0.312063602815588	-0.440513028315175	-0.190671127437279
chr11:67352041	0.264859434437797	0.500252360710365	-0.0792128722884601	0.0444211317806755	0.0633613884276108	0.0625072337450104	-0.185107162805785	-0.183242970197435
chr14:105391018	0.336535611482989	0.380313342674867	0.00459486203452596	-0.0194752051880945	0.332690783255481	-0.201024362805937	-0.244421977197247	-0.200195977850716
chr1:26197855	0.384149051840978	0.390568114850001	-0.0622179666198303	0.0241644833056792	0.249839884538975	-0.296451390159494	-0.14345389182904	-0.163672389328224
chr2:241807859	0.267898948100231	0.515204342831589	-0.0140830708161849	-0.00731192355277335	0.571600327061985	0.572083910630961	-0.172255351130592	-0.21717282468985
chr1:112046915	0.556192081472123	0.271217585195945	-0.0602963166045455	0.0124842708398416	0.0706211912832861	0.208628585177493	-0.276151841488212	-0.196059293971191
chr19:3760955	0.688489266673273	-0.499644683394495	-0.0896120933311582	0.0347993542318551	0.0237898334710696	0.157856799964328	0.231616633307089	0.230983408304449
chr14:24038103	0.171528429851902	0.384983061322605	0.011140973150656	0.0183086629446405	0.150727398017818	-0.0378041868250344	-0.122487370184346	-0.108395001203302
chr1:36948981	0.397722825018834	0.521368002009258	0.0317933765110445	-0.0271493275741284	0.505260462898811	0.478439638164337	-0.301879519440104	-0.283299545086904
chr19:929046	0.424289816838168	0.507620633581485	0.0171524937614946	-0.0356958503941956	0.492348155376152	0.516674972337735	-0.311691805284134	-0.363068106896574
chr12:123707827	0.278239342363208	-0.169981811459229	0.00778171862545115	0.00490898785665922	-0.168332894711688	0.381756324301426	0.224948656461797	0.0300432683331668
chr9:35650561	0.644356026490244	-0.437141862825026	0.00481145280472309	-0.048732625649055	0.259234237366408	-0.198479622657788	0.274278716555171	0.265110533035688
chr19:17959281	0.529295125893441	0.293728957578469	-0.0121163335546847	-0.0104896960048503	0.299759028968204	0.297912074154803	0.00823923418920881	-0.21768898830301
chr22:37256900	0.329998249326236	0.228477370555212	0.0912394335640919	-0.0987976390082983	0.225592437916558	-0.248240726517538	-0.247236098696436	-0.252327333256568
chr18:60904418	0.568385164140064	0.299926472726929	0.00638614847692413	0.0182854289162976	0.125397446525999	0.346094545868445	-0.44344648119593	-0.209214614980725
chr7:141646690	0.305620559477071	0.506485373522614	-0.0245920851986103	-0.0269576418865938	0.513046070461597	0.529489284604589	-0.170936782563471	-0.201900400708381
chr11:118175631	0.564616801793229	-0.478301750884221	-0.0140336261594401	0.0023885815705249	0.0375468838601572	0.244133084679124	0.22883317019073	0.23335533415616
chr19:36399185	0.281875896285053	0.539688820391254	0.00693003339058755	0.0843486833280248	-0.210809199865825	-0.0734175296142035	-0.245000648289208	-0.241619948784736
chr3:122044172	0.294906760876012	0.423635113002726	0.0151905867704401	-0.0143290364182407	0.397689244635281	0.450299858279296	-0.145790777814401	-0.181660786609602
chr2:75059602	0.288827426192661	0.555528477321371	0.0230677779532854	0.00434597778320714	0.221942458581268	0.286758789936061	-0.229906756127079	-0.224350579115905
chr1:151805634	0.795813009606262	-0.353851072073319	-0.0398468560809729	0.0998285291617017	-0.0306695179074233	0.0912197913697344	0.0915797156440673	0.0799292934246097
chr17:26697281	0.383837554036439	0.401365827798733	0.019104225962985	-0.0317080944807804	0.363842576576257	0.370354823716588	-0.136401775862128	-0.196119577931936
chr21:46963587	0.331848935193949	0.441752748240324	-0.044069246225548	0.0225917829588968	0.257357883482573	0.196255313299893	-0.141606052461495	-0.197680087353843
chr20:57582894	0.239665269162362	0.346092341831692	-0.0503403534987944	0.0548465316434909	0.39105534886062	-0.187607177987622	-0.188193482071815	-0.176049831776678
chr6:42883504	0.812332933137787	-0.048231426786113	0.025342262725322	0.00794289853356389	-0.218491990676839	-0.665793986498533	0.0901013408239281	0.085332915323239
chr12:57848870	0.655722111745396	0.293230604097189	0.00299519662847509	0.00336656130348137	0.297286200915032	0.2974234159519	0.0803880363515806	-0.21195115287543
chr11:33914088	0.378363983480055	0.493292380368405	0.0182299931699538	-0.0323929588904057	0.437654848935983	0.407990671259804	-0.257668867573523	-0.229890785299358
chr8:71316869	0.197603151000686	0.225867263932304	0.0728533413513157	0.028280158268689	-0.0732005335395176	-0.0867990146644339	-0.122425375969934	-0.109743384389331
chr12:52399713	0.273823099399654	0.312955192707107	-0.0281683778474918	-0.00545274351348136	-0.19243074383067	-0.231524836291968	-0.234602887363016	-0.219387279585571
chr11:124767455	0.551319511103278	0.296438672289322	0.010997816601091	0.00958415410472314	0.169256116109663	-0.12646449441309	-0.222812031070208	-0.132330473596556
chr1:160833560	0.478632588864148	0.41819827785924	-0.00135371663023123	-0.0238162542150435	0.391002220300248	0.216036294496768	-0.380328148827505	-0.28145420131053
chr2:128458399	0.724960216121415	-0.0581237538967495	0.0173339797477165	0.0163650347886926	0.162297413926193	-0.372921923128223	-0.656530644794536	0.138440503093973
chr17:62084205	0.268713983874928	0.415445710421111	0.0676489736561327	-0.0475756120094909	0.213214021170715	0.125810025303549	-0.182919123961991	-0.190049649437951
chr21:43824071	0.509429029900191	-0.456633315682049	0.0220038201406003	0.0174283022047062	-0.438862772869125	0.374216900030411	0.34205228295083	0.241891726749581
chr18:60904328	0.680569270362623	0.213269312991092	0.0117848666719632	0.0105231916396773	0.0921858752151208	0.242914812968538	-0.43578271042393	-0.13245257033974
chr12:24737251	0.800228352750371	0.0925184605877222	-0.00299460118499353	-0.00287067809403369	0.104488659647649	-0.275831428105349	-0.59559934530057	0.0156116510699928
chr22:26881231	0.604403934711448	0.269035117186574	-0.0458228158754602	-0.0276847909870491	0.271980754054336	0.274247540119046	0.0183855992046587	-0.190633576815926
chr20:30406688	0.813563935819631	0.0983505003714737	-0.0282469377286058	-0.0064528621789983	0.110110880998281	0.12353689252377	0.0448647862822498	-0.0754050910696708
chr12:123519157	0.196387403710496	0.606607496291086	0.0271387499720771	0.0173358499801652	0.33478403259139	0.197744112947342	-0.122662245735691	-0.100735758704854
chr11:67205195	0.227843805038276	-0.169643224984057	0.0345784227928762	-0.0172085829044975	-0.167608473307832	-0.168231830340124	0.0707494121380123	0.0219768547629375
chr15:91427965	0.261134830631713	0.278728991180427	0.126556198459845	-0.0851041744847492	-0.125677081406153	-0.0822863818049688	-0.135863583327004	-0.123662518120063
chr12:13248548	0.456766684019573	0.452604826462525	0.00108330044837886	-0.0216365792619866	0.436394604210914	0.470972440008726	-0.164677018405184	-0.278207494147756
chr16:31271009	0.268376562707923	0.412411460054798	0.0884848702926968	0.0848350227444399	-0.0515840151960448	0.0538080019148396	-0.201723284853299	-0.187823080545833
chr19:36400049	0.428164886704235	0.346832576873725	0.0769162709031309	0.0392368830251189	-0.00184981365649077	-0.200996083609841	-0.139582289134381	-0.127162335896772
chr6:154678326	0.343621035621402	0.397264365105932	0.0551327184377739	0.0292344740788691	0.282240532028228	0.190798621867403	-0.207447309042722	-0.182795462597057
chr19:4539943	0.360433408993552	0.411987118830814	0.0174294181457055	-0.0656675392012586	0.413540961500443	0.376365683726303	-0.0334392928605172	-0.243391568875877
chr15:78914284	0.715630592831336	-0.554078984177635	0.0193107968587716	0.030811579587564	0.116360719457594	0.147919291164445	0.198339073791197	0.174844672410327
chr19:55385587	0.255226208004603	0.393155108801368	0.0499273241106524	-0.00459237940096249	0.415928443554285	0.406821186471531	-0.10014966352529	-0.123943825133721
chr1:247581417	0.409510471112026	0.546342073597778	0.0290018242777095	-0.0344098335544109	0.51465880503992	0.525654736101095	-0.337035342640629	-0.319883753348091
chr11:85780971	0.161781668820749	0.224703031231796	0.00962471459673571	0.0333015538554087	0.0561887584281286	-0.097327115391795	-0.0981542896923271	-0.098380181984808
chr1:206971195	0.358831513464938	0.481931183709807	0.00238850165187704	0.0175256235772287	0.477170958911967	0.522897009137089	-0.121681936207659	-0.285785129752088
chr13:115046279	0.534922930384781	-0.377756705361172	-0.00960014579762838	0.0866118318886985	-0.414641903176537	-0.209192242296294	0.212400010286094	0.261256876313694
chr1:178512495	0.257891718970001	0.456762794693959	0.152208781395716	-0.0341194334344805	0.149725299564316	-0.209094946340309	-0.207103974166068	-0.199865496487668
chr19:51220537	0.655742044438418	0.0370583889047252	0.0209931666956821	-0.0425046208388548	-0.464620135384055	-0.0629078444411657	-0.055917944399768	-0.0462942694445204
chr19:42259395	0.285249001655506	0.427748032755683	-0.0626745249625037	-0.00273038145410013	0.545827430632843	0.467282433685458	-0.0312039475637462	-0.243363316216588
chr16:72088244	0.381819345459368	0.462812666226826	-0.0166339598537873	-0.028985320381466	0.35221264535301	0.459881998083093	-0.218818083843716	-0.266434493165528
chr2:242945447	0.740851348158022	-0.430810248198376	0.0436795500652528	-0.119496537481761	0.151493633613049	0.179648618469573	0.170056311835019	0.164336051808101
chr19:35848801	0.530332433278913	0.289507183508582	-0.0164281666941982	-0.0269785917705256	0.273178266984384	0.29939363346105	-0.0185751732440925	-0.194743370697003
chr19:15590532	0.443631895088582	0.364270774662562	0.0586352837352573	0.0247760680724056	-0.011803771494123	-0.0164931092580059	-0.177648158850654	-0.182155292381132
chr8:6735472	0.384662968582324	0.385276603301322	-0.062448712361578	-0.0321808820618623	0.290295344156465	0.373225543361931	-0.282593468898838	-0.215634566981234
chr11:118214927	0.431439329116804	-0.369382204993266	0.0151948187797026	0.0166551936059795	0.238124907148011	0.27139396296278	0.302446447929404	0.263634573652343
chr3:49591008	0.279851722190466	0.372579044553911	0.00495548330883184	-0.0336383917353321	0.291877087045561	0.265692211207887	-0.218495256158086	-0.19297865964031
chr12:4699085	0.506867612201126	0.376244203765945	-0.0371173861005845	-0.00727790705300451	0.373423847536321	0.413210020507034	0.374982920074812	-0.254499297952841
chr10:81708991	0.252963041234796	0.425963040521098	-0.0448120107692765	-0.0242207926792304	0.539577476191634	0.512336512945405	0.0506832265509507	-0.162244494231729
chr11:33308345	0.533524447759045	0.404009685094151	-0.00211857827051066	-0.031804127726331	0.373052460410997	0.399147881909342	0.355748864213353	-0.372173131053456
chr5:39219698	0.386335180463686	0.541655689680774	0.0349649465392392	-0.0114148318183724	0.156883137639527	-0.037712141382843	-0.298164668233057	-0.28581542497462
chr7:872293	0.781874414804158	-0.362658814838526	0.240559850050827	-0.0766864249660056	0.0914160580310848	0.0860921685507413	0.160572325239627	0.149352160170268
chr7:66204797	0.688519319971532	0.218141681821981	0.0312442069005186	-0.0230096130843061	0.209656791162632	0.188222301290016	-0.290187758267739	-0.364169329955579
chr15:58430391	0.241979827177005	0.463563308705798	0.0147671965924021	-0.0672486274031181	0.569104284926661	0.543268431517377	-0.156152711714983	-0.165561994459604
chr19:33686390	0.456232046060183	0.323580963481212	-0.0152765904863198	-0.0265378714403528	0.2266102848606	0.269026299034937	-0.131959606147236	-0.239147008146278
chr12:6308774	0.314011656268461	0.365621695651921	-0.0203018307306713	0.0417064569524664	0.0447484371581024	-0.219661708227758	-0.161252836309313	-0.169148099833041
chr3:187896605	0.571068248147225	-0.259177681478503	0.0064665333169886	0.0707976833349854	-0.378210229970039	0.225322135183153	0.174429591850206	0.0945804643551707
chr6:131957011	0.722353883868396	-0.00565524496552035	-0.0328769542996917	-0.0132337508229298	0.043483511923368	-0.662052968727213	0.027778425695129	0.0410296865588844
chr3:122043799	0.382163177262868	0.436231110850128	0.0128958157624378	-0.0255303460682328	0.430498708911359	0.451313572937793	-0.237477021241852	-0.233478818470329
chr8:38831693	0.361189662336587	0.458342802106425	0.0384759414883875	-0.0130330507350704	0.233762707391616	0.0104796786923417	-0.219319178043646	-0.228507429047157
chr19:13259872	0.508526693548682	0.306632239842791	0.0267225457949967	-0.00628533882380041	0.30088750472243	0.371935971652161	-0.103800930799671	-0.227791332684408
chr20:34202721	0.664229056779836	0.26291719089601	-0.00995196869707434	-0.00125212343923296	0.263724701415059	0.117671195972603	-0.483488187000276	-0.298434004107489
chr12:8276718	0.482037088358409	0.45348281054262	0.0104552783880748	-0.0243189787855071	0.122957657946951	0.0725490542680466	-0.163450387907557	-0.154088364004223
chr19:55047721	0.738575055575128	-0.371831789000033	0.261251533277221	-0.0244989790840552	0.0686767535777627	0.194812144380347	0.10034196437039	0.149620044335991
chr18:33234096	0.291056797761136	0.542070921088159	0.0436647118827309	-0.00412975569817736	0.118448953762532	0.0481238099769475	-0.204341181337796	-0.184611408051807
chr16:66400599	0.750788318495381	0.201069831546285	-0.0319999999570683	-0.00457192503736052	0.14891700886819	0.192829031523726	-0.471407738499566	-0.186238293449643
chr17:37354769	0.827859548002345	0.0824882271172522	-0.0128246984465309	-0.0107845921277925	0.0748901716609126	0.0846340308280929	-0.193827761038464	-0.0128683270134629
chr3:149191624	0.448510740788422	0.339921056794602	-0.0268925203086349	-0.0217804523098496	0.373131937551068	0.34802349418173	-0.346190995187636	-0.180296993584594
chr2:113593785	0.304392060897436	0.280001486550828	0.0211249055782709	0.0227649617561617	0.160264554995233	-0.0683442418576861	-0.170274432066143	-0.15112804453184
